X1ha.Plot.Number,Sampling.Period,PlotBiomass.kg,PlotCarbon.tonnes,Reserve_size.sqkm,Continent,Country,Precip_mean.mm,Precip_CV,Elevation,Distance_to_forest_edge
VG-VB-3,2011.01,305673.49,168.12,492,Latin America,Costa Rica,3461.833333,0.393894645,576,2.1
VG-VB-4,2006.01,287326.4,158.03,492,Latin America,Costa Rica,3461.833333,0.393894645,406,1
VG-VB-4,2007.01,285519.78,157.04,492,Latin America,Costa Rica,3461.833333,0.393894645,406,1
VG-VB-4,2008.01,289190.19,159.05,492,Latin America,Costa Rica,3461.833333,0.393894645,406,1
VG-VB-4,2009.01,294319.75,161.88,492,Latin America,Costa Rica,3461.833333,0.393894645,406,1
VG-VB-4,2010.01,297918.1,163.85,492,Latin America,Costa Rica,3461.833333,0.393894645,406,1
VG-VB-4,2011.01,295887.99,162.74,492,Latin America,Costa Rica,3461.833333,0.393894645,406,1
VG-VB-5,2008.01,278994.4,153.45,492,Latin America,Costa Rica,3461.833333,0.393894645,1997,2.8
VG-VB-5,2009.01,282353.97,155.29,492,Latin America,Costa Rica,3461.833333,0.393894645,1997,2.8
VG-VB-5,2010.01,282581.62,155.42,492,Latin America,Costa Rica,3461.833333,0.393894645,1997,2.8
VG-VB-5,2011.01,276601.2,152.13,492,Latin America,Costa Rica,3461.833333,0.393894645,1997,2.8
VG-VB-6,2008.01,686296.81,377.46,492,Latin America,Costa Rica,3461.833333,0.393894645,2824,2.2
VG-VB-6,2009.01,706395.22,388.52,492,Latin America,Costa Rica,3461.833333,0.393894645,2824,2.2
VG-VB-6,2010.01,715289.3,393.41,492,Latin America,Costa Rica,3461.833333,0.393894645,2824,2.2
VG-VB-6,2011.01,715743.42,393.66,492,Latin America,Costa Rica,3461.833333,0.393894645,2824,2.2
VG-VB-7,2009.01,196105.49,107.86,492,Latin America,Costa Rica,3461.833333,0.393894645,925,5
VG-VB-7,2010.01,197740.49,108.76,492,Latin America,Costa Rica,3461.833333,0.393894645,925,5
VG-VB-7,2011.01,194031.57,106.72,492,Latin America,Costa Rica,3461.833333,0.393894645,925,5
VG-VB-8,2009.01,247316.1,136.02,492,Latin America,Costa Rica,3461.833333,0.393894645,1447,3.9
VG-VB-8,2010.01,253733.65,139.55,492,Latin America,Costa Rica,3461.833333,0.393894645,1447,3.9
VG-VB-8,2011.01,253993.98,139.7,492,Latin America,Costa Rica,3461.833333,0.393894645,1447,3.9
VG-VB-9,2010.01,298433.66,164.14,492,Latin America,Costa Rica,3461.833333,0.393894645,68,0.7
VG-VB-9,2011.01,299179.9,164.55,492,Latin America,Costa Rica,3461.833333,0.393894645,68,0.7
VG-YAN-1,2011.01,NaN,NaN,1106,Latin America,Peru,2197.315789,0.444027387,447,1.4
VG-YAN-2,2011.01,NaN,NaN,1106,Latin America,Peru,2197.315789,0.444027387,477,1.6
VG-YAN-3,2011.01,NaN,NaN,1106,Latin America,Peru,2197.315789,0.444027387,922,1
VG-YAN-4,2011.01,NaN,NaN,1106,Latin America,Peru,2197.315789,0.444027387,979,0.1
VG-YAN-5,2011.01,205789.22,113.18,1106,Latin America,Peru,2197.315789,0.444027387,1273,0.7
VG-YAN-6,2011.01,NaN,NaN,1106,Latin America,Peru,2197.315789,0.444027387,1296,1.3
