LTER,Site,Species,MSE,b,coef_int,coef_slope,Pr_int,Pr_slope,logLik,length,Y1,Y2,Feeding,Habitat,Pollinator,Order
CedarCreek,sweep1,Coenonympha undet,0.82109166,-0.435781664,-0.410545826,1.333333327,0.589615454,0.456860529,0.65555551,4,2003,2006,herbivore,terrestrial,y,Lepidoptera
CedarCreek,sweep1,Prairiana cinerea?,6.94E-09,-0.999999963,-1.299038097,3.464101591,1.50E-09,1.16E-09,10.74153608,4,2003,2006,herbivore,terrestrial,n,Hemiptera
CedarCreek,sweep1,Conoderus undet,0.363632886,0.999990437,-0.783354446,2.785242495,0.995982903,0.183501467,2.909609746,4,2003,2006,herbivore,terrestrial,n,Coleoptera
CedarCreek,sweep1,Phyllobaenus humeralis,0.821091648,-0.435781675,-0.410545829,1.333333341,0.589615448,0.456860521,0.65555551,4,2003,2006,carnivore,terrestrial,n,Coleoptera
CedarCreek,sweep1,Tabanus undet,0.479818102,-0.617270883,-0.734981693,2.20913137,0.255352544,0.174435632,0.920248064,4,2003,2006,parasite,terrestrial,n,Diptera
CedarCreek,sweep1,Slaterocoris atritibialis,0.413726635,-0.653851235,-0.799167367,2.374513297,0.20273839,0.137054278,1.002835247,4,2003,2006,herbivore,terrestrial,n,Hemiptera
CedarCreek,sweep1,Bruchomorpha undet,0.310631581,-0.714370899,-0.901757577,2.632529878,0.131658513,0.08853637,1.168196895,4,2003,2006,herbivore,terrestrial,n,Hemiptera
CedarCreek,sweep1,Ishydnocera undet,0.821091648,-0.435781675,-0.410545829,1.333333341,0.589615448,0.456860521,0.65555551,4,2003,2006,carnivore,terrestrial,n,Coleoptera
CedarCreek,sweep1,Loxocera undet,0.821091648,-0.435781675,-0.410545829,1.333333341,0.589615448,0.456860521,0.65555551,4,2003,2006,herbivore,terrestrial,n,Diptera
CedarCreek,sweep1,Microrhopala cyanea?,6.94E-09,-0.999999963,-1.299038097,3.464101591,1.50E-09,1.16E-09,10.74153608,4,2003,2006,herbivore,terrestrial,n,Coleoptera
CedarCreek,sweep1,Dermacentor undet,6.94E-09,-0.999999963,-1.299038097,3.464101591,1.50E-09,1.16E-09,10.74153608,4,2003,2006,parasite,terrestrial,n,Ixodida
CedarCreek,sweep1,Dolichoderus mariae,6.94E-09,-0.999999963,-1.299038097,3.464101591,1.50E-09,1.16E-09,10.74153608,4,2003,2006,omnivore,terrestrial,n,Hymenoptera
CedarCreek,sweep1,Hyperaspis quadrivittata,0.019879119,-0.963061656,-1.247600654,3.401306492,0.004714992,0.003474606,2.794844826,4,2003,2006,carnivore,terrestrial,n,Coleoptera
CedarCreek,sweep1,Oberea undet,6.94E-09,-0.999999963,-1.299038097,3.464101591,1.50E-09,1.16E-09,10.74153608,4,2003,2006,herbivore,terrestrial,n,Coleoptera
CedarCreek,sweep1,Stictocephala undet,0.82109166,-0.435781664,-0.410545826,1.333333327,0.589615454,0.456860529,0.65555551,4,2003,2006,herbivore,terrestrial,n,Hemiptera
CedarCreek,sweep1,Macrodactylus subspinosus,0.673012285,0.999993158,-0.654304261,2.814613933,0.997913757,0.275699976,2.293993688,4,2003,2006,herbivore,terrestrial,n,Coleoptera
CedarCreek,sweep1,Dasymutilla undet,0.821091648,-0.435781675,-0.410545829,1.333333341,0.589615448,0.456860521,0.65555551,4,2003,2006,omnivore,terrestrial,n,Hymenoptera
CedarCreek,sweep1,Amara undet,0.821091648,-0.435781675,-0.410545829,1.333333341,0.589615448,0.456860521,0.65555551,4,2003,2006,herbivore,terrestrial,n,Coleoptera
CedarCreek,sweep1,Arphia conspersa,6.94E-09,-0.999999963,-1.299038097,3.464101591,1.50E-09,1.16E-09,10.74153608,4,2003,2006,herbivore,terrestrial,n,Orthoptera
CedarCreek,sweep1,Scolops undet,0.552499045,0.999994334,-0.689574907,2.826768378,0.99779178,0.241362894,2.491306743,4,2003,2006,herbivore,terrestrial,n,Hemiptera
CedarCreek,sweep1,Acanthoscelidius acephalus,0.19543112,-0.79103224,-1.022683793,2.924504611,0.06859501,0.046665802,1.44401287,4,2003,2006,herbivore,terrestrial,n,Coleoptera
CedarCreek,sweep1,Philaenus spumarius,0.363632886,0.999990437,-0.783354446,2.785242495,0.995982903,0.183501467,2.909609746,4,2003,2006,herbivore,terrestrial,n,Hemiptera
CedarCreek,sweep1,Lebia viridis,6.94E-09,-0.999999963,-1.299038097,3.464101591,1.50E-09,1.16E-09,10.74153608,4,2003,2006,carnivore,terrestrial,n,Coleoptera
CedarCreek,sweep1,Anthonomus undet,0.346092947,-0.692938723,-0.866037212,2.543640552,0.154553615,0.103957598,1.10513697,4,2003,2006,herbivore,terrestrial,,Coleoptera
CedarCreek,sweep1,Conioscinella undet,0.392439885,0.999993775,-0.754722511,2.813470845,0.996994263,0.191238493,2.833374523,4,2003,2006,herbivore,terrestrial,n,Diptera
CedarCreek,sweep1,Ellychnia undet,0.821091648,-0.435781675,-0.410545829,1.333333341,0.589615448,0.456860521,0.65555551,4,2003,2006,carnivore,terrestrial,n,Coleoptera
CedarCreek,sweep1,Bocchus undet,0.027412344,-0.879183324,-1.289604564,3.358065419,0.006351999,0.005089079,3.09896005,4,2003,2006,parasitoid,terrestrial,n,Hymenoptera
CedarCreek,sweep1,Xanthogramma undet,0.821091648,-0.435781675,-0.410545829,1.333333341,0.589615448,0.456860521,0.65555551,4,2003,2006,herbivore,terrestrial,y,Diptera
CedarCreek,sweep1,Lebia pumila,0.82109166,-0.435781664,-0.410545826,1.333333327,0.589615454,0.456860529,0.65555551,4,2003,2006,carnivore,terrestrial,n,Coleoptera
CedarCreek,sweep1,Gelis undet,6.94E-09,-0.999999963,-1.299038097,3.464101591,1.50E-09,1.16E-09,10.74153608,4,2003,2006,parasitoid ,terrestrial,n,Hymenoptera
CedarCreek,sweep1,Spalangia undet,0.499998054,0.999996108,-0.707109533,2.828427125,0.998027091,0.225402426,2.591156015,4,2003,2006,parasitoid ,terrestrial,n,Hymenoptera
CedarCreek,sweep1,Systoechus vulgaris,0.821091648,-0.435781675,-0.410545829,1.333333341,0.589615448,0.456860521,0.65555551,4,2003,2006,herbivore,terrestrial,y,Diptera
CedarCreek,sweep1,Acanalonia bivittata,0.821091648,-0.435781675,-0.410545829,1.333333341,0.589615448,0.456860521,0.65555551,4,2003,2006,herbivore,terrestrial,n,Hemiptera
CedarCreek,sweep1,Gorytes? undet,0.82109166,-0.435781664,-0.410545826,1.333333327,0.589615454,0.456860529,0.65555551,4,2003,2006,carnivore,terrestrial,n,Hymenoptera
CedarCreek,sweep1,Mormidea lugens,0.130001796,-0.143892684,-1.134012813,2.990627312,0.057581921,0.040683022,2.841535235,4,2003,2006,herbivore,terrestrial,n,Hemiptera
CedarCreek,sweep1,Psen undet,0.821091648,-0.435781675,-0.410545829,1.333333341,0.589615448,0.456860521,0.65555551,4,2003,2006,parasitoid,terrestrial,n,Hymenoptera
CedarCreek,sweep1,Leptogaster undet,0.431217911,0.999993447,-0.734311868,2.823880981,0.997137364,0.203637896,2.739144003,4,2003,2006,carnivore,terrestrial,n,Diptera
CedarCreek,sweep1,Typocerus velutina,0.821091648,-0.435781675,-0.410545829,1.333333341,0.589615448,0.456860521,0.65555551,4,2003,2006,herbivore,terrestrial,y,Coleoptera
CedarCreek,sweep1,Typocerus sparsa,0.821091648,-0.435781675,-0.410545829,1.333333341,0.589615448,0.456860521,0.65555551,4,2003,2006,herbivore,terrestrial,y,Coleoptera
CedarCreek,sweep1,Boreades undet,0.821091648,-0.435781675,-0.410545829,1.333333341,0.589615448,0.456860521,0.65555551,4,2003,2006,herbivore,terrestrial,y,Coleoptera
CedarCreek,sweep1,Andrena undet,0.821091648,-0.435781675,-0.410545829,1.333333341,0.589615448,0.456860521,0.65555551,4,2003,2006,herbivore,terrestrial,y,Hymenoptera
CedarCreek,sweep1,Psilopa undet,0.82109166,-0.435781664,-0.410545826,1.333333327,0.589615454,0.456860529,0.65555551,4,2003,2006,detritivore,terrestrial,n,Diptera
CedarCreek,sweep1,Tachysphex undet,0.821091648,-0.435781675,-0.410545829,1.333333341,0.589615448,0.456860521,0.65555551,4,2003,2006,parasitoid,terrestrial,n,Hymenoptera
CedarCreek,sweep1,Sphaerophoria undet,0.82109166,-0.435781664,-0.410545826,1.333333327,0.589615454,0.456860529,0.65555551,4,2003,2006,herbivore,terrestrial,y,Diptera
CedarCreek,sweep1,Oncopsis undet,0.821091648,-0.435781675,-0.410545829,1.333333341,0.589615448,0.456860521,0.65555551,4,2003,2006,herbivore,terrestrial,n,Hemiptera
CedarCreek,sweep1,Cryptocephalus calidus,0.82109166,-0.435781664,-0.410545826,1.333333327,0.589615454,0.456860529,0.65555551,4,2003,2006,herbivore,terrestrial,Y,Coleoptera
CedarCreek,sweep1,Arphia pseudonietana,0.195431111,-0.791032257,-1.022683798,2.924504628,0.068595006,0.046665799,1.44401287,4,2003,2006,herbivore,terrestrial,n,Orthoptera
CedarCreek,sweep1,Campylenchia latipes,0.821091648,-0.435781675,-0.410545829,1.333333341,0.589615448,0.456860521,0.65555551,4,2003,2006,herbivore,terrestrial,n,Hemiptera
CedarCreek,sweep1,Exema canadensis,0.195431111,-0.791032257,-1.022683798,2.924504628,0.068595006,0.046665799,1.44401287,4,2003,2006,herbivore,terrestrial,n,Coleoptera
CedarCreek,sweep1,Charistena nigrita,0.821091648,-0.435781675,-0.410545829,1.333333341,0.589615448,0.456860521,0.65555551,4,2003,2006,herbivore,terrestrial,n,Coleoptera
CedarCreek,sweep1,Elasmus undet,6.94E-09,-0.999999963,-1.299038097,3.464101591,1.50E-09,1.16E-09,10.74153608,4,2003,2006,parasitoid ,terrestrial,n,Hymenoptera
CedarCreek,sweep1,Melanotrichus flavosparsus,0.821091648,-0.435781675,-0.410545829,1.333333341,0.589615448,0.456860521,0.65555551,4,2003,2006,herbivore,terrestrial,n,Hemiptera
CedarCreek,sweep1,Polites mystic,0.821091648,-0.435781675,-0.410545829,1.333333341,0.589615448,0.456860521,0.65555551,4,2003,2006,herbivore,terrestrial,y,Lepidoptera
CedarCreek,sweep1,Melanorhopala clavata,0.82109166,-0.435781664,-0.410545826,1.333333327,0.589615454,0.456860529,0.65555551,4,2003,2006,herbivore,terrestrial,n,Hemiptera
CedarCreek,sweep1,Euarestoides abstersus,0.821091648,-0.435781675,-0.410545829,1.333333341,0.589615448,0.456860521,0.65555551,4,2003,2006,herbivore,terrestrial,n,Diptera
CedarCreek,sweep1,Amblysellus curtisii,0.821091648,-0.435781675,-0.410545829,1.333333341,0.589615448,0.456860521,0.65555551,4,2003,2006,herbivore,terrestrial,n,Hemiptera
CedarCreek,sweep1,Anthicus undet,0.097036274,-0.872223771,-1.136926781,3.182955249,0.028090198,0.019672177,1.865632942,4,2003,2006,omnivore,terrestrial,n,Coleoptera
CedarCreek,sweep1,Everes comyntas,0.363632886,0.999990437,-0.783354446,2.785242495,0.995982903,0.183501467,2.909609746,4,2003,2006,herbivore,terrestrial,y,Lepidoptera
CedarCreek,sweep1,Neaspilota undet,6.94E-09,-0.999999963,-1.299038097,3.464101591,1.50E-09,1.16E-09,10.74153608,4,2003,2006,herbivore,terrestrial,n,Diptera
CedarCreek,sweep1,Pegomya undet,0.130001796,-0.143892684,-1.134012813,2.990627312,0.057581921,0.040683022,2.841535235,4,2003,2006,herbivore,terrestrial,n,Diptera
CedarCreek,sweep1,Zygogramma exclamationis,0.821091648,-0.435781675,-0.410545829,1.333333341,0.589615448,0.456860521,0.65555551,4,2003,2006,herbivore,terrestrial,n,Coleoptera
CedarCreek,sweep1,Spharagemon bolli,0.821091648,-0.435781675,-0.410545829,1.333333341,0.589615448,0.456860521,0.65555551,4,2003,2006,herbivore,terrestrial,n,Orthoptera
CedarCreek,sweep1,Mesorhaga undet,0.130001796,-0.143892684,-1.134012813,2.990627312,0.057581921,0.040683022,2.841535235,4,2003,2006,omnivore,terrestrial,n,Diptera
CedarCreek,sweep1,Minettia undet,0.821091648,-0.435781675,-0.410545829,1.333333341,0.589615448,0.456860521,0.65555551,4,2003,2006,herbivore,terrestrial,n,Diptera
CedarCreek,sweep1,Sepedon undet,0.821091648,-0.435781675,-0.410545829,1.333333341,0.589615448,0.456860521,0.65555551,4,2003,2006,herbivore,terrestrial,y,Diptera
CedarCreek,sweep1,Pherbellia undet,0.821091648,-0.435781675,-0.410545829,1.333333341,0.589615448,0.456860521,0.65555551,4,2003,2006,carnivore,terrestrial,n,Diptera
CedarCreek,sweep1,Malthodes undet,1.333322135,0.999991601,-0.500008398,2.666666667,0.998745094,0.422647306,1.610326762,4,2003,2006,omnivore,terrestrial,y,Coleoptera
CedarCreek,sweep1,Leiophron undet,1.333322135,0.999991601,-0.500008398,2.666666667,0.998745094,0.422647306,1.610326762,4,2003,2006,parasitoid ,terrestrial,n,Hymenoptera
CedarCreek,sweep1,Asilus.(Machimus) undet,1.333321737,0.999991303,-0.500008697,2.666666667,0.998722986,0.42264722,1.610326762,4,2003,2006,carnivore,terrestrial,n,Diptera
CedarCreek,sweep1,Thanatus delta?,1.333321737,0.999991303,-0.500008697,2.666666667,0.998722986,0.42264722,1.610326762,4,2003,2006,carnivore,terrestrial,n,Araneae
CedarCreek,sweep1,Megalocoerea recticornis,1.333321737,0.999991303,-0.500008697,2.666666667,0.998722986,0.42264722,1.610326762,4,2003,2006,herbivore,terrestrial,n,Hemiptera
CedarCreek,sweep1,Baris undet,1.333322135,0.999991601,-0.500008398,2.666666667,0.998745094,0.422647306,1.610326762,4,2003,2006,herbivore,terrestrial,n,Coleoptera
CedarCreek,sweep1,Larinia undet,1.333322135,0.999991601,-0.500008398,2.666666667,0.998745094,0.422647306,1.610326762,4,2003,2006,carnivore,terrestrial,n,Araneae
CedarCreek,sweep1,Scelio undet,1.333322135,0.999991601,-0.500008398,2.666666667,0.998745094,0.422647306,1.610326762,4,2003,2006,parasitoid,terrestrial,n,Hymenoptera
CedarCreek,sweep1,Euxesta? undet,1.333322135,0.999991601,-0.500008398,2.666666667,0.998745094,0.422647306,1.610326762,4,2003,2006,herbivore,terrestrial,n,Diptera
CedarCreek,sweep1,Castianiera? undet,1.333322135,0.999991601,-0.500008398,2.666666667,0.998745094,0.422647306,1.610326762,4,2003,2006,carnivore,terrestrial,n,Araneae
CedarCreek,sweep1,Cicadula smithii,1.333321737,0.999991303,-0.500008697,2.666666667,0.998722986,0.42264722,1.610326762,4,2003,2006,herbivore,terrestrial,n,Hemiptera
CedarCreek,sweep1,Conwentzia undet,1.333322135,0.999991601,-0.500008398,2.666666667,0.998745094,0.422647306,1.610326762,4,2003,2006,omnivore,terrestrial,n,Neuroptera
CedarCreek,sweep1,Stobaera tricarinata,1.333321737,0.999991303,-0.500008697,2.666666667,0.998722986,0.42264722,1.610326762,4,2003,2006,herbivore,terrestrial,n,Hemiptera
CedarCreek,sweep1,Notoxus anchora,1.333322135,0.999991601,-0.500008398,2.666666667,0.998745094,0.422647306,1.610326762,4,2003,2006,omnivore,terrestrial,n,Coleoptera
CedarCreek,sweep1,Crepidodera? undet,1.333322135,0.999991601,-0.500008398,2.666666667,0.998745094,0.422647306,1.610326762,4,2003,2006,herbivore,terrestrial,n,Coleoptera
CedarCreek,sweep1,Philygria undet,1.333322135,0.999991601,-0.500008398,2.666666667,0.998745094,0.422647306,1.610326762,4,2003,2006,detritivore,terrestrial,n,Diptera
CedarCreek,sweep1,Synema undet,1.333322135,0.999991601,-0.500008398,2.666666667,0.998745094,0.422647306,1.610326762,4,2003,2006,carnivore,terrestrial,n,Araneae
CedarCreek,sweep1,Hypera punctata,1.333321737,0.999991303,-0.500008697,2.666666667,0.998722986,0.42264722,1.610326762,4,2003,2006,herbivore,terrestrial,n,Coleoptera
CedarCreek,sweep1,Cerceris undet,1.333322135,0.999991601,-0.500008398,2.666666667,0.998745094,0.422647306,1.610326762,4,2003,2006,parasitoid,terrestrial,n,Hymenoptera
CedarCreek,sweep1,Stenotus binotatus,1.333322135,0.999991601,-0.500008398,2.666666667,0.998745094,0.422647306,1.610326762,4,2003,2006,herbivore,terrestrial,n,Hemiptera
CedarCreek,sweep1,Danaus plexippus,1.333322135,0.999991601,-0.500008398,2.666666667,0.998745094,0.422647306,1.610326762,4,2003,2006,herbivore,terrestrial,y,Lepidoptera
CedarCreek,sweep1,Limnia undet,1.333322135,0.999991601,-0.500008398,2.666666667,0.998745094,0.422647306,1.610326762,4,2003,2006,herbivore,terrestrial,y,Diptera
CedarCreek,sweep1,Ophraella artemisieae,1.333322135,0.999991601,-0.500008398,2.666666667,0.998745094,0.422647306,1.610326762,4,2003,2006,herbivore,terrestrial,n,Coleoptera
CedarCreek,sweep1,Stereopalpus vestitus,1.333322135,0.999991601,-0.500008398,2.666666667,0.998745094,0.422647306,1.610326762,4,2003,2006,omnivore,terrestrial,y,Coleoptera
CedarCreek,sweep1,Otiorhynchus ovatus,1.333321737,0.999991303,-0.500008697,2.666666667,0.998722986,0.42264722,1.610326762,4,2003,2006,herbivore,terrestrial,n,Coleoptera
CedarCreek,sweep1,Aphrophora undet,1.333322135,0.999991601,-0.500008398,2.666666667,0.998745094,0.422647306,1.610326762,4,2003,2006,herbivore,terrestrial,n,Hemiptera
CedarCreek,sweep1,Scymnus undet,1.333322135,0.999991601,-0.500008398,2.666666667,0.998745094,0.422647306,1.610326762,4,2003,2006,carnivore,terrestrial,n,Coleoptera
CedarCreek,sweep1,Neottiglossa undata,1.333321737,0.999991303,-0.500008697,2.666666667,0.998722986,0.42264722,1.610326762,4,2003,2006,herbivore,terrestrial,n,Hemiptera
CedarCreek,sweep1,Mixogaster undet,1.333322135,0.999991601,-0.500008398,2.666666667,0.998745094,0.422647306,1.610326762,4,2003,2006,herbivore,terrestrial,y,Diptera
CedarCreek,sweep1,Lissonota undet,1.333322135,0.999991601,-0.500008398,2.666666667,0.998745094,0.422647306,1.610326762,4,2003,2006,parasitoid,terrestrial,n,Hymenoptera
CedarCreek,sweep1,Formica obscuripes,1.333321737,0.999991303,-0.500008697,2.666666667,0.998722986,0.42264722,1.610326762,4,2003,2006,omnivore,terrestrial,n,Hymenoptera
CedarCreek,sweep1,Diapheromera femorata,1.333322135,0.999991601,-0.500008398,2.666666667,0.998745094,0.422647306,1.610326762,4,2003,2006,herbivore,terrestrial,n,Orthoptera
CedarCreek,sweep1,Ortholomus scolopax,1.333322135,0.999991601,-0.500008398,2.666666667,0.998745094,0.422647306,1.610326762,4,2003,2006,herbivore,terrestrial,n,Hemiptera
CedarCreek,sweep1,Psammotettix lividellus,1.333321737,0.999991303,-0.500008697,2.666666667,0.998722986,0.42264722,1.610326762,4,2003,2006,herbivore,terrestrial,n,Hemiptera
CedarCreek,sweep1,Halictus undet,1.333322135,0.999991601,-0.500008398,2.666666667,0.998745094,0.422647306,1.610326762,4,2003,2006,herbivore,terrestrial,y,Hymenoptera
CedarCreek,sweep1,Lygaeus kalmii,1.333322135,0.999991601,-0.500008398,2.666666667,0.998745094,0.422647306,1.610326762,4,2003,2006,herbivore,terrestrial,n,Hemiptera
CedarCreek,sweep1,Misumena vatia,1.333322135,0.999991601,-0.500008398,2.666666667,0.998745094,0.422647306,1.610326762,4,2003,2006,carnivore,terrestrial,n,Araneae
CedarCreek,sweep1,Xyonysius californicus,1.333321737,0.999991303,-0.500008697,2.666666667,0.998722986,0.42264722,1.610326762,4,2003,2006,herbivore,terrestrial,n,Hemiptera
CedarCreek,sweep1,Lygus borealis,1.333321737,0.999991303,-0.500008697,2.666666667,0.998722986,0.42264722,1.610326762,4,2003,2006,herbivore,terrestrial,n,Hemiptera
CedarCreek,sweep2,Argiope undet,0.609832372,0.986645384,1.272235419,-0.956080945,0.797038637,0.704022165,8.642002122,10,1996,2006,carnivore,terrestrial,n,Araneae
CedarCreek,sweep2,Habronattus undet,0.39486768,0.137475901,1.181195539,-2.569116739,0.018820955,0.007909154,8.39823421,10,1996,2006,carnivore,terrestrial,n,Araneae
CedarCreek,sweep2,Anthicus undet,1.402073392,0.987825025,1.902175938,-1.345448028,0.808603637,0.724719501,5.316316522,10,1996,2006,omnivore,terrestrial,n,Coleoptera
CedarCreek,sweep2,Colaspis suilla-borealis,0.408399679,0.701265807,0.787826542,-2.100542209,0.36300353,0.148049208,9.386189934,10,1996,2006,herbivore,terrestrial,n,Coleoptera
CedarCreek,sweep2,Diabrotica barberi,0.933077982,-0.286945023,0.116778466,-0.214606231,0.802748162,0.804635816,4.271573422,10,1996,2006,herbivore,terrestrial,n,Coleoptera
CedarCreek,sweep2,Olcella undet,0.563898207,-0.306388155,1.024158431,-2.307985824,0.018452214,0.007202573,6.254317991,10,1996,2006,omnivore,terrestrial,n,Diptera
CedarCreek,sweep2,Oscinella undet,0.27599409,-0.194944328,1.237100283,-2.733153013,0.001469688,0.00047734,9.292296817,10,1996,2006,omnivore,terrestrial,n,Diptera
CedarCreek,sweep2,Chrysotus undet,0.528793599,-0.495201301,0.705989609,-1.557532668,0.046885117,0.024148293,6.188860546,10,1996,2006,carnivore,terrestrial,n,Diptera
CedarCreek,sweep2,Philygria debilis,0.21769402,0.552971408,1.329017008,-2.908781203,0.022063919,0.006704525,11.55965886,10,1996,2006,herbivore,terrestrial,y,Diptera
CedarCreek,sweep2,Camptoprosopella undet,1.345376815,0.949122976,0.42745026,-2.425051126,0.909831193,0.495872252,5.341793502,10,1996,2006,herbivore,terrestrial,n,Diptera
CedarCreek,sweep2,Coenosia undet,0.999637078,-0.108056956,0.382631246,-0.819876322,0.489177573,0.423891141,4.283075761,10,1996,2006,carnivore,terrestrial,n,Diptera
CedarCreek,sweep2,Orius insidiosus,1.156026729,0.242633641,0.291343609,-0.673872312,0.710531422,0.634527784,4.281898933,10,1996,2006,carnivore,terrestrial,n,Hemiptera
CedarCreek,sweep2,Adelphocoris lineolatus,0.470983263,-0.061082608,1.085339152,-2.386514612,0.020042293,0.008552064,7.368523649,10,1996,2006,herbivore,terrestrial,n,Hemiptera
CedarCreek,sweep2,Empoasca fabae,0.709598187,0.987423216,-0.275075494,-0.8998209,0.960014999,0.740323455,8.038848224,10,1996,2006,herbivore,terrestrial,n,Hemiptera
CedarCreek,sweep2,Macrosteles fascifrons,0.72015549,-0.025452949,0.845650936,-1.863802342,0.113606666,0.065551144,5.727204057,10,1996,2006,herbivore,terrestrial,n,Hemiptera
CedarCreek,sweep2,Osbornellus undet,1.131895478,0.987239071,2.518165669,-2.926093007,0.715509666,0.402581346,6.170359881,10,1996,2006,herbivore,terrestrial,n,Hemiptera
CedarCreek,sweep2,Bombus fervidus,0.370620349,0.491598395,1.218108882,-2.553261765,0.062785858,0.031174383,9.302224866,10,1996,2006,herbivore,terrestrial,y,Hymenoptera
CedarCreek,sweep2,Lasius neoniger,0.382054126,-0.200854181,-1.107218623,2.460812958,0.006804828,0.002460139,7.982101171,10,1996,2006,carnivore,terrestrial,n,Hymenoptera
CedarCreek,sweep2,Tiphia undet,1.024398484,0.207102734,0.566153262,-1.306984812,0.435445314,0.324823066,4.703562658,10,1996,2006,herbivore,terrestrial,n,Hymenoptera
CedarCreek,sweep2,Melanoplus foedus,0.197549182,-0.179754308,1.295827872,-2.853157526,0.000402887,0.000122869,10.65416792,10,1996,2006,herbivore,terrestrial,n,Orthoptera
CedarCreek,sweep2,Oecanthus undet,0.274293296,-0.172680037,1.224166713,-2.685763653,0.001684563,0.000575242,9.35263599,10,1996,2006,herbivore,terrestrial,n,Orthoptera
CedarCreek,sweep2,Tetragnatha undet,0.351522628,0.096513799,1.159971977,-2.574894382,0.013305275,0.004847099,8.794990109,10,1996,2006,carnivore,terrestrial,n,Araneae
CedarCreek,sweep2,Cerodontha undet,0.845325412,0.325612218,0.777506748,-1.653867113,0.301264778,0.224134157,5.682804373,10,1996,2006,,terrestrial,,Diptera
CedarCreek,sweep2,Incertella undet,0.547071738,-0.182343828,1.012267411,-2.28779167,0.025855424,0.010282173,6.575657302,10,1996,2006,herbivore,terrestrial,n,Diptera
CedarCreek,sweep2,Chaetopsis undet,0.709017371,-0.240638169,0.68788434,-1.554527385,0.128749264,0.072708176,5.444940991,10,1996,2006,herbivore,terrestrial,y,Diptera
CedarCreek,sweep2,Senotainia undet,0.604326861,0.999999759,1.700006803,-2.280464609,0.998826297,0.382600844,8.728784468,10,1996,2006,detritivore,terrestrial,n,Diptera
CedarCreek,sweep2,Nysius niger,0.924482632,0.360646334,0.592839646,-1.270734138,0.459917035,0.376176177,5.389677454,10,1996,2006,omnivore,terrestrial,n,Hemiptera
CedarCreek,sweep2,Trigonotylus coelestialium,0.316349144,0.208913181,1.250647684,-2.691043387,0.011561954,0.004669014,9.406748751,10,1996,2006,herbivore,terrestrial,n,Hemiptera
CedarCreek,sweep2,Nabis americoferus,0.383039413,-0.19033248,1.068295875,-2.365675852,0.008548686,0.003233789,7.988645067,10,1996,2006,carnivore,terrestrial,n,Hemiptera
CedarCreek,sweep2,Aceratagallia sanguinolenta,1.075246151,0.234537988,0.37653557,-0.819953064,0.617522697,0.547702534,4.55746982,10,1996,2006,herbivore,terrestrial,n,Hemiptera
CedarCreek,sweep2,Chlorotettix unicolor,1.131895504,0.987239096,2.518165787,-2.926092961,0.715509912,0.402581375,6.170359881,10,1996,2006,herbivore,terrestrial,n,Hemiptera
CedarCreek,sweep2,Endria inimica,1.146829758,0.086796989,-0.15913944,0.332127353,0.814635408,0.78857512,4.048977117,10,1996,2006,herbivore,terrestrial,n,Hemiptera
CedarCreek,sweep2,Exitianus exitiosus,1.076001382,0.471029969,0.294829977,-0.625244402,0.760900143,0.711595748,4.997042961,10,1996,2006,herbivore,terrestrial,n,Hemiptera
CedarCreek,sweep2,Laevicephalus unicoloratus,0.97325073,-0.2224065,0.176552998,-0.412023309,0.723388415,0.656338516,4.207215862,10,1996,2006,herbivore,terrestrial,n,Hemiptera
CedarCreek,sweep2,Polyamia obtecta,1.261538734,0.495620025,0.20131544,-0.035381392,0.852148666,0.984909447,4.410851795,10,1996,2006,herbivore,terrestrial,n,Hemiptera
CedarCreek,sweep2,Delphacodes campestris,0.521619388,0.344467936,1.218059792,-2.685422585,0.062737255,0.028081311,7.648712213,10,1996,2006,herbivore,terrestrial,n,Hemiptera
CedarCreek,sweep2,Apanteles undet,1.047576103,0.212788636,0.483422596,-1.001456499,0.509973677,0.45170694,4.623902901,10,1996,2006,parasitoid,terrestrial,n,Hymenoptera
CedarCreek,sweep2,Tetrastichus undet,0.766029422,0.480858976,0.838112873,-1.886062549,0.325290918,0.212189066,6.376113286,10,1996,2006,parasitoid ,terrestrial,n,Hymenoptera
CedarCreek,sweep2,Monomorium minimum,1.202349009,0.816539362,-0.953879029,1.664571304,0.614908604,0.544845145,5.374246608,10,1996,2006,omnivore,terrestrial,n,Hymenoptera
CedarCreek,sweep2,Dialictus pilosus,0.608575372,-0.370791535,0.735709195,-1.661349812,0.066683549,0.032896045,5.842785663,10,1996,2006,herbivore,terrestrial,y,Hymenoptera
CedarCreek,sweep2,Trimorus undet,0.362542713,0.999999962,1.685673582,-2.659139076,0.999404143,0.201753943,10.77267691,10,1996,2006,parasitoid,terrestrial,n,Hymenoptera
CedarCreek,sweep2,Danaus plexippus,0.426914897,0.318350894,1.157370143,-2.466484809,0.047999219,0.023801494,8.402061839,10,1996,2006,herbivore,terrestrial,y,Lepidoptera
CedarCreek,sweep2,Lycosa undet,0.654211286,0.999999971,1.627359498,-1.849629368,0.99962703,0.491933751,8.411524663,10,1996,2006,carnivore,terrestrial,n,Araneae
CedarCreek,sweep2,Malloweia? undet,0.977033938,0.738836463,1.444644756,-2.621882747,0.319640975,0.253652453,5.99266683,10,1996,2006,omnivore,terrestrial,n,Diptera
CedarCreek,sweep2,Platycheirus undet,0.796877136,-0.099030046,0.714687494,-1.570936088,0.170314225,0.109978329,5.204268874,10,1996,2006,carnivore,terrestrial,n,Diptera
